timestamp,users_holding
"2018-06-07 22:44:03",31366
"2018-06-07 23:44:03",31366
"2018-06-08 00:44:02",31366
"2018-06-08 01:44:01",31366
"2018-06-08 02:44:02",31366
"2018-06-08 03:44:02",31366
"2018-06-08 04:44:04",31366
"2018-06-08 05:44:02",31366
"2018-06-08 06:44:03",31366
"2018-06-08 07:44:03",31366
"2018-06-08 08:44:02",31366
"2018-06-08 09:44:01",31366
"2018-06-08 10:44:02",31368
"2018-06-08 11:44:01",31368
"2018-06-08 12:44:03",31368
"2018-06-08 13:44:03",31368
"2018-06-08 14:44:02",31353
"2018-06-08 15:44:01",31368
"2018-06-08 16:44:03",31365
"2018-06-08 17:44:02",31376
"2018-06-08 18:44:02",31391
"2018-06-08 19:44:02",31417
"2018-06-08 20:44:02",31466
"2018-06-08 21:44:02",31466
"2018-06-08 22:44:02",31468
"2018-06-08 23:44:02",31468
"2018-06-09 00:44:02",31468
