Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2015-12-15,NYSE MKT (A),0,9287115,4458584,13745699,0.000000,74528395.429400,144324825.948000,218853221.377400,0,27008,27406,54414
2015-12-15,NASDAQ BX (B),91605956,41870558,46495287,179971801,3192630872.994375,1861790111.905602,1878539900.073305,6932960884.973282,868259,194996,438117,1501372
2015-12-15,NYSE (DN),180862897,56157465,86789459,323809821,6216835666.765145,2480831282.557501,3582189280.330169,12279856229.652815,705867,147579,340451,1193897
2015-12-15,NASDAQ (DQ),1373431111,597224823,704899689,2675555623,41981937366.559887,30849189845.260133,25751544276.003817,98582671487.823837,4790511,1076399,2268736,8135646
2015-12-15,EDGA (J),113007501,58429214,52578723,224015438,3359668498.084870,2512469638.041501,1742049404.782001,7614187540.908372,990428,273431,428895,1692754
2015-12-15,EDGX (K),262858214,139073467,203564176,605495857,8458991106.639860,7280881981.671197,7315312254.916155,23055185343.227212,1806726,550456,1260905,3618087
2015-12-15,CHX (M),12210552,33585461,7157237,52953250,348118641.945000,3242115087.661496,643238882.167000,4233472611.773496,601,11915,3355,15871
2015-12-15,NYSE (N),975225101,0,0,975225101,33984417441.647898,0.000000,0.000000,33984417441.647898,3521024,0,0,3521024
2015-12-15,NYSE Arca (P),300892634,335297157,220424868,856614659,11047152004.999543,18727894066.268924,9592884093.451152,39367930164.719619,2323456,1002975,1635057,4961488
2015-12-15,NASDAQ (Q),545297977,167960534,478231750,1191490261,22379665231.067419,10863354718.640782,21140570204.670781,54383590154.378982,4859951,723369,3220225,8803545
2015-12-15,NASDAQ PSX (X),33432554,18716579,22667906,74817039,1145784330.146899,1033894773.255099,946413992.321098,3126093095.723096,280468,81215,175325,537008
2015-12-15,BATS BYX (Y),205895079,89834087,94485765,390214931,6128740984.364542,3485428824.925593,3180560652.463560,12794730461.753695,1854811,413918,844103,3112832
2015-12-15,BATS BZX (Z),261504835,131913800,139042597,532461232,9015098788.262352,8571878118.653612,5788492775.797392,23375469682.713356,2268748,562167,1171094,4002009
2015-12-14,NYSE MKT (A),0,10515519,4180115,14695634,0.000000,60079108.939700,124659258.028000,184738366.967700,0,26854,24979,51833
2015-12-14,NASDAQ BX (B),97876254,52768234,49928998,200573486,3366371917.133521,2342203413.183703,2065170581.179388,7773745911.496612,907511,240641,466338,1614490
2015-12-14,NYSE (DN),186786290,67298500,86937884,341022674,5639708363.275782,3056164067.197696,3675717450.826796,12371589881.300274,747129,177459,344080,1268668
2015-12-14,NASDAQ (DQ),1352648970,655234860,719187263,2727071093,38352786491.344357,31256288491.520093,24138766395.237290,93747841378.101740,4856030,1269886,2334812,8460728
2015-12-14,EDGA (J),125159621,77971057,60208466,263339144,3652689003.691006,3421491848.747008,2157618204.451997,9231799056.890011,1078131,376125,505434,1959690
2015-12-14,EDGX (K),278275384,185496730,221972919,685745033,8416298807.032209,10289260661.585776,7862696029.102485,26568255497.720470,1988557,773058,1419885,4181500
2015-12-14,CHX (M),36493763,23789998,10222177,70505938,847160671.200100,2633436808.715199,493016937.384000,3973614417.299299,1051,14513,3552,19116
2015-12-14,NYSE (N),1084079251,0,0,1084079251,36821027829.779273,0.000000,0.000000,36821027829.779273,4078695,0,0,4078695
2015-12-14,NYSE Arca (P),327453881,436822984,233244373,997521238,11410197115.537962,23395918245.680028,9838403031.321268,44644518392.539258,2521363,1411706,1781656,5714725
2015-12-14,NASDAQ (Q),614437839,240347908,538755022,1393540769,24035300787.188956,14836788030.713762,22874445335.528572,61746534153.431290,5440342,1108213,3693535,10242090
2015-12-14,NASDAQ PSX (X),38713641,25786695,27023572,91523908,1363580581.158600,1426622926.290601,1144953293.532096,3935156800.981297,313375,114797,198215,626387
2015-12-14,BATS BYX (Y),196852619,115368154,94909701,407130474,5685011464.410061,4729625587.939385,3253884608.529481,13668521660.878927,1730625,564336,848705,3143666
2015-12-14,BATS BZX (Z),284445887,179593912,156237605,620277404,9557410432.932704,12199251505.702268,6428837111.251647,28185499049.886619,2437622,830758,1321261,4589641
2015-12-11,NYSE MKT (A),0,8378985,3997126,12376111,0.000000,63504992.663400,109907381.366000,173412374.029400,0,23819,20480,44299
2015-12-11,NASDAQ BX (B),90157930,50252006,44321236,184731172,3249810742.557398,2216738062.426299,1897146767.014190,7363695571.997887,806833,212730,413313,1432876
2015-12-11,NYSE (DN),175950500,62480236,82629773,321060509,6059665560.541622,2880718648.503997,3709342450.152413,12649726659.198032,717653,168193,320629,1206475
2015-12-11,NASDAQ (DQ),1283080607,656910606,697080652,2637071865,38897874506.465572,35559931204.197068,24023001044.420878,98480806755.083518,4462864,1277591,2180144,7920599
